index,type,size,datatype,number of elements
13853,h2d,1229600,double,153700
13854,h2d,1229600,double,153700
13855,h2d,1229600,double,153700
13856,h2d,1229600,double,153700
13857,h2d,1229600,double,153700
13858,h2d,1229600,double,153700
13859,h2d,1229600,double,153700
13860,h2d,1229600,double,153700
13861,h2d,1229600,double,153700
13862,h2d,1229600,double,153700
13863,h2d,1229600,double,153700
13864,h2d,1229600,double,153700
13865,h2d,1229600,double,153700
13866,h2d,1229600,double,153700
13867,h2d,1229600,double,153700
13868,h2d,1229600,double,153700
13869,h2d,1229600,double,153700
13870,h2d,1229600,double,153700
13871,h2d,1229600,double,153700
13872,h2d,1229600,double,153700
13873,d2h,2048,double,256
13874,h2d,1229600,double,153700
13875,h2d,1229600,double,153700
13876,h2d,1229600,double,153700
13877,h2d,1229600,double,153700
13878,h2d,1229600,double,153700
13879,h2d,1229600,double,153700
13880,h2d,1229600,double,153700
13881,h2d,1229600,double,153700
13882,h2d,1229600,double,153700
13883,h2d,1229600,double,153700
13884,h2d,1229600,double,153700
13885,h2d,1229600,double,153700
13886,h2d,1229600,double,153700
13887,h2d,1229600,double,153700
13888,h2d,1229600,double,153700
13889,h2d,1229600,double,153700
13890,h2d,1229600,double,153700
13891,h2d,1229600,double,153700
13892,h2d,1229600,double,153700
13893,h2d,1229600,double,153700
13894,h2d,1229600,double,153700
13895,h2d,1229600,double,153700
13896,h2d,1229600,double,153700
13897,h2d,1229600,double,153700
13898,d2h,2048,double,256
13899,h2d,1229600,double,153700
13900,h2d,1229600,double,153700
13901,h2d,1229600,double,153700
13902,h2d,1229600,double,153700
13903,h2d,1229600,double,153700
13904,h2d,1229600,double,153700
13905,h2d,1229600,double,153700
13906,h2d,1229600,double,153700
13907,h2d,1229600,double,153700
13908,h2d,1229600,double,153700
13909,h2d,1229600,double,153700
13910,h2d,1229600,double,153700
13911,h2d,1229600,double,153700
13912,h2d,1229600,double,153700
13913,h2d,1229600,double,153700
13914,h2d,1229600,double,153700
13915,h2d,1229600,double,153700
13916,h2d,1229600,double,153700
13917,h2d,1229600,double,153700
13918,h2d,1229600,double,153700
13919,h2d,1229600,double,153700
13920,h2d,1229600,double,153700
13921,h2d,1229600,double,153700
13922,h2d,1229600,double,153700
13923,d2h,2048,double,256
13924,h2d,1229600,double,153700
13925,h2d,1229600,double,153700
13926,h2d,1229600,double,153700
13927,h2d,1229600,double,153700
13928,h2d,1229600,double,153700
13929,h2d,1229600,double,153700
13930,h2d,1229600,double,153700
13931,h2d,1229600,double,153700
13932,h2d,1229600,double,153700
13933,h2d,1229600,double,153700
13934,h2d,1229600,double,153700
13935,h2d,1229600,double,153700
13936,h2d,1229600,double,153700
13937,h2d,1229600,double,153700
13938,h2d,1229600,double,153700
13939,h2d,1229600,double,153700
13940,h2d,1229600,double,153700
13941,h2d,1229600,double,153700
13942,h2d,1229600,double,153700
13943,h2d,1229600,double,153700
13944,h2d,1229600,double,153700
13945,h2d,1229600,double,153700
13946,h2d,1229600,double,153700
13947,h2d,1229600,double,153700
13948,d2h,2048,double,256
13949,h2d,1229600,double,153700
13950,h2d,1229600,double,153700
13951,h2d,1229600,double,153700
13952,h2d,1229600,double,153700
13953,h2d,1229600,double,153700
13954,h2d,1229600,double,153700
13955,h2d,1229600,double,153700
13956,h2d,1229600,double,153700
13957,h2d,1229600,double,153700
13958,h2d,1229600,double,153700
13959,h2d,1229600,double,153700
13960,h2d,1229600,double,153700
13961,h2d,1229600,double,153700
13962,h2d,1229600,double,153700
13963,h2d,1229600,double,153700
13964,h2d,1229600,double,153700
13965,h2d,1229600,double,153700
13966,h2d,1229600,double,153700
13967,h2d,1229600,double,153700
13968,h2d,1229600,double,153700
13969,h2d,1229600,double,153700
13970,h2d,1229600,double,153700
13971,h2d,1229600,double,153700
13972,h2d,1229600,double,153700
13973,d2h,2048,double,256
13974,h2d,1229600,double,153700
13975,h2d,1229600,double,153700
13976,h2d,1229600,double,153700
13977,h2d,1229600,double,153700
13978,h2d,1229600,double,153700
13979,h2d,1229600,double,153700
13980,h2d,1229600,double,153700
13981,h2d,1229600,double,153700
13982,h2d,1229600,double,153700
13983,h2d,1229600,double,153700
13984,h2d,1229600,double,153700
13985,h2d,1229600,double,153700
13986,h2d,1229600,double,153700
13987,h2d,1229600,double,153700
13988,h2d,1229600,double,153700
13989,h2d,1229600,double,153700
13990,h2d,1229600,double,153700
13991,h2d,1229600,double,153700
13992,h2d,1229600,double,153700
13993,h2d,1229600,double,153700
13994,h2d,1229600,double,153700
13995,h2d,1229600,double,153700
13996,h2d,1229600,double,153700
13997,h2d,1229600,double,153700
13998,d2h,2048,double,256
13999,h2d,1229600,double,153700
14000,h2d,1229600,double,153700
14001,h2d,1229600,double,153700
14002,h2d,1229600,double,153700
14003,h2d,1229600,double,153700
14004,h2d,1229600,double,153700
14005,h2d,1229600,double,153700
14006,h2d,1229600,double,153700
14007,h2d,1229600,double,153700
14008,h2d,1229600,double,153700
14009,h2d,1229600,double,153700
14010,h2d,1229600,double,153700
14011,h2d,1229600,double,153700
14012,h2d,1229600,double,153700
14013,h2d,1229600,double,153700
14014,h2d,1229600,double,153700
14015,h2d,1229600,double,153700
14016,h2d,1229600,double,153700
14017,h2d,1229600,double,153700
14018,h2d,1229600,double,153700
14019,h2d,1229600,double,153700
14020,h2d,1229600,double,153700
14021,h2d,1229600,double,153700
14022,h2d,1229600,double,153700
14023,d2h,2048,double,256
14024,h2d,1229600,double,153700
14025,h2d,1229600,double,153700
14026,h2d,1229600,double,153700
14027,h2d,1229600,double,153700
14028,h2d,1229600,double,153700
14029,h2d,1229600,double,153700
14030,h2d,1229600,double,153700
14031,h2d,1229600,double,153700
14032,h2d,1229600,double,153700
14033,h2d,1229600,double,153700
14034,h2d,1229600,double,153700
14035,h2d,1229600,double,153700
14036,h2d,1229600,double,153700
14037,h2d,1229600,double,153700
14038,h2d,1229600,double,153700
14039,h2d,1229600,double,153700
14040,d2h,2048,double,256
14041,d2h,2048,double,256
14042,d2h,2048,double,256
14043,d2h,2048,double,256
14044,d2h,2048,double,256
14045,h2d,1229600,double,153700
14046,h2d,1229600,double,153700
14047,h2d,1229600,double,153700
14048,h2d,1229600,double,153700
14049,h2d,1229600,double,153700
14050,h2d,1229600,double,153700
14051,h2d,1229600,double,153700
14052,h2d,1229600,double,153700
14053,d2h,2048,double,256
14054,h2d,1229600,double,153700
14055,h2d,1229600,double,153700
14056,h2d,1229600,double,153700
14057,h2d,1229600,double,153700
14058,h2d,1229600,double,153700
14059,h2d,1229600,double,153700
14060,h2d,1229600,double,153700
14061,h2d,1229600,double,153700
14062,h2d,1229600,double,153700
14063,h2d,1229600,double,153700
14064,h2d,1229600,double,153700
14065,h2d,1229600,double,153700
14066,h2d,1229600,double,153700
14067,h2d,1229600,double,153700
14068,h2d,1229600,double,153700
14069,h2d,1229600,double,153700
14070,h2d,1229600,double,153700
14071,h2d,1229600,double,153700
14072,h2d,1229600,double,153700
14073,h2d,1229600,double,153700
14074,h2d,1229600,double,153700
14075,h2d,1229600,double,153700
14076,h2d,1229600,double,153700
14077,h2d,1229600,double,153700
14078,d2h,2048,double,256
14079,h2d,1229600,double,153700
14080,h2d,1229600,double,153700
14081,h2d,1229600,double,153700
14082,h2d,1229600,double,153700
14083,h2d,1229600,double,153700
14084,h2d,1229600,double,153700
14085,h2d,1229600,double,153700
14086,h2d,1229600,double,153700
14087,h2d,1229600,double,153700
14088,h2d,1229600,double,153700
14089,h2d,1229600,double,153700
14090,h2d,1229600,double,153700
14091,h2d,1229600,double,153700
14092,h2d,1229600,double,153700
14093,h2d,1229600,double,153700
14094,h2d,1229600,double,153700
14095,h2d,1229600,double,153700
14096,h2d,1229600,double,153700
14097,h2d,1229600,double,153700
14098,h2d,1229600,double,153700
14099,h2d,1229600,double,153700
14100,h2d,1229600,double,153700
14101,h2d,1229600,double,153700
14102,h2d,1229600,double,153700
14103,d2h,2048,double,256
14104,h2d,1229600,double,153700
14105,h2d,1229600,double,153700
14106,h2d,1229600,double,153700
14107,h2d,1229600,double,153700
14108,h2d,1229600,double,153700
14109,h2d,1229600,double,153700
14110,h2d,1229600,double,153700
14111,h2d,1229600,double,153700
14112,h2d,1229600,double,153700
14113,h2d,1229600,double,153700
14114,h2d,1229600,double,153700
14115,h2d,1229600,double,153700
14116,h2d,1229600,double,153700
14117,h2d,1229600,double,153700
14118,h2d,1229600,double,153700
14119,h2d,1229600,double,153700
14120,h2d,1229600,double,153700
14121,h2d,1229600,double,153700
14122,h2d,1229600,double,153700
14123,h2d,1229600,double,153700
14124,h2d,1229600,double,153700
14125,h2d,1229600,double,153700
14126,h2d,1229600,double,153700
14127,h2d,1229600,double,153700
14128,d2h,2048,double,256
14129,h2d,1229600,double,153700
14130,h2d,1229600,double,153700
14131,h2d,1229600,double,153700
14132,h2d,1229600,double,153700
14133,h2d,1229600,double,153700
14134,h2d,1229600,double,153700
14135,h2d,1229600,double,153700
14136,h2d,1229600,double,153700
14137,h2d,1229600,double,153700
14138,h2d,1229600,double,153700
14139,h2d,1229600,double,153700
14140,h2d,1229600,double,153700
14141,h2d,1229600,double,153700
14142,h2d,1229600,double,153700
14143,h2d,1229600,double,153700
14144,h2d,1229600,double,153700
14145,h2d,1229600,double,153700
14146,h2d,1229600,double,153700
14147,h2d,1229600,double,153700
14148,h2d,1229600,double,153700
14149,h2d,1229600,double,153700
14150,h2d,1229600,double,153700
14151,h2d,1229600,double,153700
14152,h2d,1229600,double,153700
14153,d2h,2048,double,256
14154,h2d,1229600,double,153700
14155,h2d,1229600,double,153700
14156,h2d,1229600,double,153700
14157,h2d,1229600,double,153700
14158,h2d,1229600,double,153700
14159,h2d,1229600,double,153700
14160,h2d,1229600,double,153700
14161,h2d,1229600,double,153700
14162,h2d,1229600,double,153700
14163,h2d,1229600,double,153700
14164,h2d,1229600,double,153700
14165,h2d,1229600,double,153700
14166,h2d,1229600,double,153700
14167,h2d,1229600,double,153700
14168,h2d,1229600,double,153700
14169,h2d,1229600,double,153700
14170,h2d,1229600,double,153700
14171,h2d,1229600,double,153700
14172,h2d,1229600,double,153700
14173,h2d,1229600,double,153700
14174,h2d,1229600,double,153700
14175,h2d,1229600,double,153700
14176,h2d,1229600,double,153700
14177,h2d,1229600,double,153700
14178,d2h,2048,double,256
14179,h2d,1229600,double,153700
14180,h2d,1229600,double,153700
14181,h2d,1229600,double,153700
14182,h2d,1229600,double,153700
14183,h2d,1229600,double,153700
14184,h2d,1229600,double,153700
14185,h2d,1229600,double,153700
14186,h2d,1229600,double,153700
14187,h2d,1229600,double,153700
14188,h2d,1229600,double,153700
14189,h2d,1229600,double,153700
14190,h2d,1229600,double,153700
14191,h2d,1229600,double,153700
14192,h2d,1229600,double,153700
14193,h2d,1229600,double,153700
14194,h2d,1229600,double,153700
14195,h2d,1229600,double,153700
14196,h2d,1229600,double,153700
14197,h2d,1229600,double,153700
14198,h2d,1229600,double,153700
14199,h2d,1229600,double,153700
14200,h2d,1229600,double,153700
14201,h2d,1229600,double,153700
14202,h2d,1229600,double,153700
14203,d2h,2048,double,256
14204,h2d,1229600,double,153700
14205,h2d,1229600,double,153700
14206,h2d,1229600,double,153700
14207,h2d,1229600,double,153700
14208,h2d,1229600,double,153700
14209,h2d,1229600,double,153700
14210,h2d,1229600,double,153700
14211,h2d,1229600,double,153700
14212,h2d,1229600,double,153700
14213,h2d,1229600,double,153700
14214,h2d,1229600,double,153700
14215,h2d,1229600,double,153700
14216,h2d,1229600,double,153700
14217,h2d,1229600,double,153700
14218,h2d,1229600,double,153700
14219,h2d,1229600,double,153700
14220,h2d,1229600,double,153700
14221,h2d,1229600,double,153700
14222,h2d,1229600,double,153700
14223,h2d,1229600,double,153700
14224,h2d,1229600,double,153700
14225,h2d,1229600,double,153700
14226,h2d,1229600,double,153700
14227,h2d,1229600,double,153700
14228,d2h,2048,double,256
14229,h2d,1229600,double,153700
14230,h2d,1229600,double,153700
14231,h2d,1229600,double,153700
14232,h2d,1229600,double,153700
14233,h2d,1229600,double,153700
14234,h2d,1229600,double,153700
14235,h2d,1229600,double,153700
14236,h2d,1229600,double,153700
14237,h2d,1229600,double,153700
14238,h2d,1229600,double,153700
14239,h2d,1229600,double,153700
14240,h2d,1229600,double,153700
14241,h2d,1229600,double,153700
14242,h2d,1229600,double,153700
14243,h2d,1229600,double,153700
14244,h2d,1229600,double,153700
14245,h2d,1229600,double,153700
14246,h2d,1229600,double,153700
14247,h2d,1229600,double,153700
14248,h2d,1229600,double,153700
14249,h2d,1229600,double,153700
14250,h2d,1229600,double,153700
14251,h2d,1229600,double,153700
14252,h2d,1229600,double,153700
14253,d2h,2048,double,256
14254,h2d,1229600,double,153700
14255,h2d,1229600,double,153700
14256,h2d,1229600,double,153700
14257,h2d,1229600,double,153700
14258,h2d,1229600,double,153700
14259,h2d,1229600,double,153700
14260,h2d,1229600,double,153700
14261,h2d,1229600,double,153700
14262,h2d,1229600,double,153700
14263,h2d,1229600,double,153700
14264,h2d,1229600,double,153700
14265,h2d,1229600,double,153700
14266,h2d,1229600,double,153700
14267,h2d,1229600,double,153700
14268,h2d,1229600,double,153700
14269,h2d,1229600,double,153700
14270,h2d,1229600,double,153700
14271,h2d,1229600,double,153700
14272,h2d,1229600,double,153700
14273,h2d,1229600,double,153700
14274,h2d,1229600,double,153700
14275,h2d,1229600,double,153700
14276,h2d,1229600,double,153700
14277,h2d,1229600,double,153700
14278,d2h,2048,double,256
14279,h2d,1229600,double,153700
14280,h2d,1229600,double,153700
14281,h2d,1229600,double,153700
14282,h2d,1229600,double,153700
14283,h2d,1229600,double,153700
14284,h2d,1229600,double,153700
14285,h2d,1229600,double,153700
14286,h2d,1229600,double,153700
14287,h2d,1229600,double,153700
14288,h2d,1229600,double,153700
14289,h2d,1229600,double,153700
14290,h2d,1229600,double,153700
14291,h2d,1229600,double,153700
14292,h2d,1229600,double,153700
14293,h2d,1229600,double,153700
14294,h2d,1229600,double,153700
14295,d2h,2048,double,256
14296,d2h,2048,double,256
14297,d2h,2048,double,256
14298,d2h,2048,double,256
14299,d2h,2048,double,256
14300,h2d,1229600,double,153700
14301,h2d,1229600,double,153700
14302,h2d,1229600,double,153700
14303,h2d,1229600,double,153700
14304,h2d,1229600,double,153700
14305,h2d,1229600,double,153700
14306,h2d,1229600,double,153700
14307,h2d,1229600,double,153700
14308,d2h,2048,double,256
14309,h2d,1229600,double,153700
14310,h2d,1229600,double,153700
14311,h2d,1229600,double,153700
14312,h2d,1229600,double,153700
14313,h2d,1229600,double,153700
14314,h2d,1229600,double,153700
14315,h2d,1229600,double,153700
14316,h2d,1229600,double,153700
14317,h2d,1229600,double,153700
14318,h2d,1229600,double,153700
14319,h2d,1229600,double,153700
14320,h2d,1229600,double,153700
14321,h2d,1229600,double,153700
14322,h2d,1229600,double,153700
14323,h2d,1229600,double,153700
14324,h2d,1229600,double,153700
14325,h2d,1229600,double,153700
14326,h2d,1229600,double,153700
14327,h2d,1229600,double,153700
14328,h2d,1229600,double,153700
14329,h2d,1229600,double,153700
14330,h2d,1229600,double,153700
14331,h2d,1229600,double,153700
14332,h2d,1229600,double,153700
14333,d2h,2048,double,256
14334,h2d,1229600,double,153700
14335,h2d,1229600,double,153700
14336,h2d,1229600,double,153700
14337,h2d,1229600,double,153700
14338,h2d,1229600,double,153700
14339,h2d,1229600,double,153700
14340,h2d,1229600,double,153700
14341,h2d,1229600,double,153700
14342,h2d,1229600,double,153700
14343,h2d,1229600,double,153700
14344,h2d,1229600,double,153700
14345,h2d,1229600,double,153700
14346,h2d,1229600,double,153700
14347,h2d,1229600,double,153700
14348,h2d,1229600,double,153700
14349,h2d,1229600,double,153700
14350,h2d,1229600,double,153700
14351,h2d,1229600,double,153700
14352,h2d,1229600,double,153700
14353,h2d,1229600,double,153700
14354,h2d,1229600,double,153700
14355,h2d,1229600,double,153700
14356,h2d,1229600,double,153700
14357,h2d,1229600,double,153700
14358,d2h,2048,double,256
14359,h2d,1229600,double,153700
14360,h2d,1229600,double,153700
14361,h2d,1229600,double,153700
14362,h2d,1229600,double,153700
14363,h2d,1229600,double,153700
14364,h2d,1229600,double,153700
14365,h2d,1229600,double,153700
14366,h2d,1229600,double,153700
14367,h2d,1229600,double,153700
14368,h2d,1229600,double,153700
14369,h2d,1229600,double,153700
14370,h2d,1229600,double,153700
14371,h2d,1229600,double,153700
14372,h2d,1229600,double,153700
14373,h2d,1229600,double,153700
14374,h2d,1229600,double,153700
14375,h2d,1229600,double,153700
14376,h2d,1229600,double,153700
14377,h2d,1229600,double,153700
14378,h2d,1229600,double,153700
14379,h2d,1229600,double,153700
14380,h2d,1229600,double,153700
14381,h2d,1229600,double,153700
14382,h2d,1229600,double,153700
14383,d2h,2048,double,256
14384,h2d,1229600,double,153700
14385,h2d,1229600,double,153700
14386,h2d,1229600,double,153700
14387,h2d,1229600,double,153700
14388,h2d,1229600,double,153700
14389,h2d,1229600,double,153700
14390,h2d,1229600,double,153700
14391,h2d,1229600,double,153700
14392,h2d,1229600,double,153700
14393,h2d,1229600,double,153700
14394,h2d,1229600,double,153700
14395,h2d,1229600,double,153700
14396,h2d,1229600,double,153700
14397,h2d,1229600,double,153700
14398,h2d,1229600,double,153700
14399,h2d,1229600,double,153700
14400,h2d,1229600,double,153700
14401,h2d,1229600,double,153700
14402,h2d,1229600,double,153700
14403,h2d,1229600,double,153700
14404,h2d,1229600,double,153700
14405,h2d,1229600,double,153700
14406,h2d,1229600,double,153700
14407,h2d,1229600,double,153700
14408,d2h,2048,double,256
14409,h2d,1229600,double,153700
14410,h2d,1229600,double,153700
14411,h2d,1229600,double,153700
14412,h2d,1229600,double,153700
14413,h2d,1229600,double,153700
14414,h2d,1229600,double,153700
14415,h2d,1229600,double,153700
14416,h2d,1229600,double,153700
14417,h2d,1229600,double,153700
14418,h2d,1229600,double,153700
14419,h2d,1229600,double,153700
14420,h2d,1229600,double,153700
14421,h2d,1229600,double,153700
14422,h2d,1229600,double,153700
14423,h2d,1229600,double,153700
14424,h2d,1229600,double,153700
14425,h2d,1229600,double,153700
14426,h2d,1229600,double,153700
14427,h2d,1229600,double,153700
14428,h2d,1229600,double,153700
14429,h2d,1229600,double,153700
14430,h2d,1229600,double,153700
14431,h2d,1229600,double,153700
14432,h2d,1229600,double,153700
14433,d2h,2048,double,256
14434,h2d,1229600,double,153700
14435,h2d,1229600,double,153700
14436,h2d,1229600,double,153700
14437,h2d,1229600,double,153700
14438,h2d,1229600,double,153700
14439,h2d,1229600,double,153700
14440,h2d,1229600,double,153700
14441,h2d,1229600,double,153700
14442,h2d,1229600,double,153700
14443,h2d,1229600,double,153700
14444,h2d,1229600,double,153700
14445,h2d,1229600,double,153700
14446,h2d,1229600,double,153700
14447,h2d,1229600,double,153700
14448,h2d,1229600,double,153700
14449,h2d,1229600,double,153700
14450,h2d,1229600,double,153700
14451,h2d,1229600,double,153700
14452,h2d,1229600,double,153700
14453,h2d,1229600,double,153700
14454,h2d,1229600,double,153700
14455,h2d,1229600,double,153700
14456,h2d,1229600,double,153700
14457,h2d,1229600,double,153700
14458,d2h,2048,double,256
14459,h2d,1229600,double,153700
14460,h2d,1229600,double,153700
14461,h2d,1229600,double,153700
14462,h2d,1229600,double,153700
14463,h2d,1229600,double,153700
14464,h2d,1229600,double,153700
14465,h2d,1229600,double,153700
14466,h2d,1229600,double,153700
14467,h2d,1229600,double,153700
14468,h2d,1229600,double,153700
14469,h2d,1229600,double,153700
14470,h2d,1229600,double,153700
14471,h2d,1229600,double,153700
14472,h2d,1229600,double,153700
14473,h2d,1229600,double,153700
14474,h2d,1229600,double,153700
14475,h2d,1229600,double,153700
14476,h2d,1229600,double,153700
14477,h2d,1229600,double,153700
14478,h2d,1229600,double,153700
14479,h2d,1229600,double,153700
14480,h2d,1229600,double,153700
14481,h2d,1229600,double,153700
14482,h2d,1229600,double,153700
14483,d2h,2048,double,256
14484,h2d,1229600,double,153700
14485,h2d,1229600,double,153700
14486,h2d,1229600,double,153700
14487,h2d,1229600,double,153700
14488,h2d,1229600,double,153700
14489,h2d,1229600,double,153700
14490,h2d,1229600,double,153700
14491,h2d,1229600,double,153700
14492,h2d,1229600,double,153700
14493,h2d,1229600,double,153700
14494,h2d,1229600,double,153700
14495,h2d,1229600,double,153700
14496,h2d,1229600,double,153700
14497,h2d,1229600,double,153700
14498,h2d,1229600,double,153700
14499,h2d,1229600,double,153700
14500,h2d,1229600,double,153700
14501,h2d,1229600,double,153700
14502,h2d,1229600,double,153700
14503,h2d,1229600,double,153700
14504,h2d,1229600,double,153700
14505,h2d,1229600,double,153700
14506,h2d,1229600,double,153700
14507,h2d,1229600,double,153700
14508,d2h,2048,double,256
14509,h2d,1229600,double,153700
14510,h2d,1229600,double,153700
14511,h2d,1229600,double,153700
14512,h2d,1229600,double,153700
14513,h2d,1229600,double,153700
14514,h2d,1229600,double,153700
14515,h2d,1229600,double,153700
14516,h2d,1229600,double,153700
14517,h2d,1229600,double,153700
14518,h2d,1229600,double,153700
14519,h2d,1229600,double,153700
14520,h2d,1229600,double,153700
14521,h2d,1229600,double,153700
14522,h2d,1229600,double,153700
14523,h2d,1229600,double,153700
14524,h2d,1229600,double,153700
14525,h2d,1229600,double,153700
14526,h2d,1229600,double,153700
14527,h2d,1229600,double,153700
14528,h2d,1229600,double,153700
14529,h2d,1229600,double,153700
14530,h2d,1229600,double,153700
14531,h2d,1229600,double,153700
14532,h2d,1229600,double,153700
14533,d2h,2048,double,256
14534,h2d,1229600,double,153700
14535,h2d,1229600,double,153700
14536,h2d,1229600,double,153700
14537,h2d,1229600,double,153700
14538,h2d,1229600,double,153700
14539,h2d,1229600,double,153700
14540,h2d,1229600,double,153700
14541,h2d,1229600,double,153700
14542,h2d,1229600,double,153700
14543,h2d,1229600,double,153700
14544,h2d,1229600,double,153700
14545,h2d,1229600,double,153700
14546,h2d,1229600,double,153700
14547,h2d,1229600,double,153700
14548,h2d,1229600,double,153700
14549,h2d,1229600,double,153700
14550,d2h,2048,double,256
14551,d2h,2048,double,256
14552,d2h,2048,double,256
14553,d2h,2048,double,256
14554,d2h,2048,double,256
14555,h2d,1229600,double,153700
14556,h2d,1229600,double,153700
14557,h2d,1229600,double,153700
14558,h2d,1229600,double,153700
14559,h2d,1229600,double,153700
14560,h2d,1229600,double,153700
14561,h2d,1229600,double,153700
14562,h2d,1229600,double,153700
14563,d2h,2048,double,256
14564,h2d,1229600,double,153700
14565,h2d,1229600,double,153700
14566,h2d,1229600,double,153700
14567,h2d,1229600,double,153700
14568,h2d,1229600,double,153700
14569,h2d,1229600,double,153700
14570,h2d,1229600,double,153700
14571,h2d,1229600,double,153700
14572,h2d,1229600,double,153700
14573,h2d,1229600,double,153700
14574,h2d,1229600,double,153700
14575,h2d,1229600,double,153700
14576,h2d,1229600,double,153700
14577,h2d,1229600,double,153700
14578,h2d,1229600,double,153700
14579,h2d,1229600,double,153700
14580,h2d,1229600,double,153700
14581,h2d,1229600,double,153700
14582,h2d,1229600,double,153700
14583,h2d,1229600,double,153700
14584,h2d,1229600,double,153700
14585,h2d,1229600,double,153700
14586,h2d,1229600,double,153700
14587,h2d,1229600,double,153700
14588,d2h,2048,double,256
14589,h2d,1229600,double,153700
14590,h2d,1229600,double,153700
14591,h2d,1229600,double,153700
14592,h2d,1229600,double,153700
14593,h2d,1229600,double,153700
14594,h2d,1229600,double,153700
14595,h2d,1229600,double,153700
14596,h2d,1229600,double,153700
14597,h2d,1229600,double,153700
14598,h2d,1229600,double,153700
14599,h2d,1229600,double,153700
14600,h2d,1229600,double,153700
14601,h2d,1229600,double,153700
14602,h2d,1229600,double,153700
14603,h2d,1229600,double,153700
14604,h2d,1229600,double,153700
14605,h2d,1229600,double,153700
14606,h2d,1229600,double,153700
14607,h2d,1229600,double,153700
14608,h2d,1229600,double,153700
14609,h2d,1229600,double,153700
14610,h2d,1229600,double,153700
14611,h2d,1229600,double,153700
14612,h2d,1229600,double,153700
14613,d2h,2048,double,256
14614,h2d,1229600,double,153700
14615,h2d,1229600,double,153700
14616,h2d,1229600,double,153700
14617,h2d,1229600,double,153700
14618,h2d,1229600,double,153700
14619,h2d,1229600,double,153700
14620,h2d,1229600,double,153700
14621,h2d,1229600,double,153700
14622,h2d,1229600,double,153700
14623,h2d,1229600,double,153700
14624,h2d,1229600,double,153700
14625,h2d,1229600,double,153700
14626,h2d,1229600,double,153700
14627,h2d,1229600,double,153700
14628,h2d,1229600,double,153700
14629,h2d,1229600,double,153700
14630,h2d,1229600,double,153700
14631,h2d,1229600,double,153700
14632,h2d,1229600,double,153700
14633,h2d,1229600,double,153700
14634,h2d,1229600,double,153700
14635,h2d,1229600,double,153700
14636,h2d,1229600,double,153700
14637,h2d,1229600,double,153700
14638,d2h,2048,double,256
14639,h2d,1229600,double,153700
14640,h2d,1229600,double,153700
14641,h2d,1229600,double,153700
14642,h2d,1229600,double,153700
14643,h2d,1229600,double,153700
14644,h2d,1229600,double,153700
14645,h2d,1229600,double,153700
14646,h2d,1229600,double,153700
14647,h2d,1229600,double,153700
14648,h2d,1229600,double,153700
14649,h2d,1229600,double,153700
14650,h2d,1229600,double,153700
14651,h2d,1229600,double,153700
14652,h2d,1229600,double,153700
14653,h2d,1229600,double,153700
14654,h2d,1229600,double,153700
14655,h2d,1229600,double,153700
14656,h2d,1229600,double,153700
14657,h2d,1229600,double,153700
14658,h2d,1229600,double,153700
14659,h2d,1229600,double,153700
14660,h2d,1229600,double,153700
14661,h2d,1229600,double,153700
14662,h2d,1229600,double,153700
14663,d2h,2048,double,256
14664,h2d,1229600,double,153700
14665,h2d,1229600,double,153700
14666,h2d,1229600,double,153700
14667,h2d,1229600,double,153700
14668,h2d,1229600,double,153700
14669,h2d,1229600,double,153700
14670,h2d,1229600,double,153700
14671,h2d,1229600,double,153700
14672,h2d,1229600,double,153700
14673,h2d,1229600,double,153700
14674,h2d,1229600,double,153700
14675,h2d,1229600,double,153700
14676,h2d,1229600,double,153700
14677,h2d,1229600,double,153700
14678,h2d,1229600,double,153700
14679,h2d,1229600,double,153700
14680,h2d,1229600,double,153700
14681,h2d,1229600,double,153700
14682,h2d,1229600,double,153700
14683,h2d,1229600,double,153700
14684,h2d,1229600,double,153700
14685,h2d,1229600,double,153700
14686,h2d,1229600,double,153700
14687,h2d,1229600,double,153700
14688,d2h,2048,double,256
14689,h2d,1229600,double,153700
14690,h2d,1229600,double,153700
14691,h2d,1229600,double,153700
14692,h2d,1229600,double,153700
14693,h2d,1229600,double,153700
14694,h2d,1229600,double,153700
14695,h2d,1229600,double,153700
14696,h2d,1229600,double,153700
14697,h2d,1229600,double,153700
14698,h2d,1229600,double,153700
14699,h2d,1229600,double,153700
14700,h2d,1229600,double,153700
14701,h2d,1229600,double,153700
14702,h2d,1229600,double,153700
14703,h2d,1229600,double,153700
14704,h2d,1229600,double,153700
14705,h2d,1229600,double,153700
14706,h2d,1229600,double,153700
14707,h2d,1229600,double,153700
14708,h2d,1229600,double,153700
14709,h2d,1229600,double,153700
14710,h2d,1229600,double,153700
14711,h2d,1229600,double,153700
14712,h2d,1229600,double,153700
14713,d2h,2048,double,256
14714,h2d,1229600,double,153700
14715,h2d,1229600,double,153700
14716,h2d,1229600,double,153700
14717,h2d,1229600,double,153700
14718,h2d,1229600,double,153700
14719,h2d,1229600,double,153700
14720,h2d,1229600,double,153700
14721,h2d,1229600,double,153700
14722,h2d,1229600,double,153700
14723,h2d,1229600,double,153700
14724,h2d,1229600,double,153700
14725,h2d,1229600,double,153700
14726,h2d,1229600,double,153700
14727,h2d,1229600,double,153700
14728,h2d,1229600,double,153700
14729,h2d,1229600,double,153700
14730,h2d,1229600,double,153700
14731,h2d,1229600,double,153700
14732,h2d,1229600,double,153700
