index,type,size,datatype,number of elements
7420,h2d,1229600,double,153700
7421,h2d,1229600,double,153700
7422,h2d,1229600,double,153700
7423,d2h,2048,double,256
7424,h2d,1229600,double,153700
7425,h2d,1229600,double,153700
7426,h2d,1229600,double,153700
7427,h2d,1229600,double,153700
7428,h2d,1229600,double,153700
7429,h2d,1229600,double,153700
7430,h2d,1229600,double,153700
7431,h2d,1229600,double,153700
7432,h2d,1229600,double,153700
7433,h2d,1229600,double,153700
7434,h2d,1229600,double,153700
7435,h2d,1229600,double,153700
7436,h2d,1229600,double,153700
7437,h2d,1229600,double,153700
7438,h2d,1229600,double,153700
7439,h2d,1229600,double,153700
7440,h2d,1229600,double,153700
7441,h2d,1229600,double,153700
7442,h2d,1229600,double,153700
7443,h2d,1229600,double,153700
7444,h2d,1229600,double,153700
7445,h2d,1229600,double,153700
7446,h2d,1229600,double,153700
7447,h2d,1229600,double,153700
7448,d2h,2048,double,256
7449,h2d,1229600,double,153700
7450,h2d,1229600,double,153700
7451,h2d,1229600,double,153700
7452,h2d,1229600,double,153700
7453,h2d,1229600,double,153700
7454,h2d,1229600,double,153700
7455,h2d,1229600,double,153700
7456,h2d,1229600,double,153700
7457,h2d,1229600,double,153700
7458,h2d,1229600,double,153700
7459,h2d,1229600,double,153700
7460,h2d,1229600,double,153700
7461,h2d,1229600,double,153700
7462,h2d,1229600,double,153700
7463,h2d,1229600,double,153700
7464,h2d,1229600,double,153700
7465,h2d,1229600,double,153700
7466,h2d,1229600,double,153700
7467,h2d,1229600,double,153700
7468,h2d,1229600,double,153700
7469,h2d,1229600,double,153700
7470,h2d,1229600,double,153700
7471,h2d,1229600,double,153700
7472,h2d,1229600,double,153700
7473,d2h,2048,double,256
7474,h2d,1229600,double,153700
7475,h2d,1229600,double,153700
7476,h2d,1229600,double,153700
7477,h2d,1229600,double,153700
7478,h2d,1229600,double,153700
7479,h2d,1229600,double,153700
7480,h2d,1229600,double,153700
7481,h2d,1229600,double,153700
7482,h2d,1229600,double,153700
7483,h2d,1229600,double,153700
7484,h2d,1229600,double,153700
7485,h2d,1229600,double,153700
7486,h2d,1229600,double,153700
7487,h2d,1229600,double,153700
7488,h2d,1229600,double,153700
7489,h2d,1229600,double,153700
7490,h2d,1229600,double,153700
7491,h2d,1229600,double,153700
7492,h2d,1229600,double,153700
7493,h2d,1229600,double,153700
7494,h2d,1229600,double,153700
7495,h2d,1229600,double,153700
7496,h2d,1229600,double,153700
7497,h2d,1229600,double,153700
7498,d2h,2048,double,256
7499,h2d,1229600,double,153700
7500,h2d,1229600,double,153700
7501,h2d,1229600,double,153700
7502,h2d,1229600,double,153700
7503,h2d,1229600,double,153700
7504,h2d,1229600,double,153700
7505,h2d,1229600,double,153700
7506,h2d,1229600,double,153700
7507,h2d,1229600,double,153700
7508,h2d,1229600,double,153700
7509,h2d,1229600,double,153700
7510,h2d,1229600,double,153700
7511,h2d,1229600,double,153700
7512,h2d,1229600,double,153700
7513,h2d,1229600,double,153700
7514,h2d,1229600,double,153700
7515,h2d,1229600,double,153700
7516,h2d,1229600,double,153700
7517,h2d,1229600,double,153700
7518,h2d,1229600,double,153700
7519,h2d,1229600,double,153700
7520,h2d,1229600,double,153700
7521,h2d,1229600,double,153700
7522,h2d,1229600,double,153700
7523,d2h,2048,double,256
7524,h2d,1229600,double,153700
7525,h2d,1229600,double,153700
7526,h2d,1229600,double,153700
7527,h2d,1229600,double,153700
7528,h2d,1229600,double,153700
7529,h2d,1229600,double,153700
7530,h2d,1229600,double,153700
7531,h2d,1229600,double,153700
7532,h2d,1229600,double,153700
7533,h2d,1229600,double,153700
7534,h2d,1229600,double,153700
7535,h2d,1229600,double,153700
7536,h2d,1229600,double,153700
7537,h2d,1229600,double,153700
7538,h2d,1229600,double,153700
7539,h2d,1229600,double,153700
7540,h2d,1229600,double,153700
7541,h2d,1229600,double,153700
7542,h2d,1229600,double,153700
7543,h2d,1229600,double,153700
7544,h2d,1229600,double,153700
7545,h2d,1229600,double,153700
7546,h2d,1229600,double,153700
7547,h2d,1229600,double,153700
7548,d2h,2048,double,256
7549,h2d,1229600,double,153700
7550,h2d,1229600,double,153700
7551,h2d,1229600,double,153700
7552,h2d,1229600,double,153700
7553,h2d,1229600,double,153700
7554,h2d,1229600,double,153700
7555,h2d,1229600,double,153700
7556,h2d,1229600,double,153700
7557,h2d,1229600,double,153700
7558,h2d,1229600,double,153700
7559,h2d,1229600,double,153700
7560,h2d,1229600,double,153700
7561,h2d,1229600,double,153700
7562,h2d,1229600,double,153700
7563,h2d,1229600,double,153700
7564,h2d,1229600,double,153700
7565,h2d,1229600,double,153700
7566,h2d,1229600,double,153700
7567,h2d,1229600,double,153700
7568,h2d,1229600,double,153700
7569,h2d,1229600,double,153700
7570,h2d,1229600,double,153700
7571,h2d,1229600,double,153700
7572,h2d,1229600,double,153700
7573,d2h,2048,double,256
7574,h2d,1229600,double,153700
7575,h2d,1229600,double,153700
7576,h2d,1229600,double,153700
7577,h2d,1229600,double,153700
7578,h2d,1229600,double,153700
7579,h2d,1229600,double,153700
7580,h2d,1229600,double,153700
7581,h2d,1229600,double,153700
7582,h2d,1229600,double,153700
7583,h2d,1229600,double,153700
7584,h2d,1229600,double,153700
7585,h2d,1229600,double,153700
7586,h2d,1229600,double,153700
7587,h2d,1229600,double,153700
7588,h2d,1229600,double,153700
7589,h2d,1229600,double,153700
7590,h2d,1229600,double,153700
7591,h2d,1229600,double,153700
7592,h2d,1229600,double,153700
7593,h2d,1229600,double,153700
7594,h2d,1229600,double,153700
7595,h2d,1229600,double,153700
7596,h2d,1229600,double,153700
7597,h2d,1229600,double,153700
7598,d2h,2048,double,256
7599,h2d,1229600,double,153700
7600,h2d,1229600,double,153700
7601,h2d,1229600,double,153700
7602,h2d,1229600,double,153700
7603,h2d,1229600,double,153700
7604,h2d,1229600,double,153700
7605,h2d,1229600,double,153700
7606,h2d,1229600,double,153700
7607,h2d,1229600,double,153700
7608,h2d,1229600,double,153700
7609,h2d,1229600,double,153700
7610,h2d,1229600,double,153700
7611,h2d,1229600,double,153700
7612,h2d,1229600,double,153700
7613,h2d,1229600,double,153700
7614,h2d,1229600,double,153700
7615,h2d,1229600,double,153700
7616,h2d,1229600,double,153700
7617,h2d,1229600,double,153700
7618,h2d,1229600,double,153700
7619,h2d,1229600,double,153700
7620,h2d,1229600,double,153700
7621,h2d,1229600,double,153700
7622,h2d,1229600,double,153700
7623,d2h,2048,double,256
7624,h2d,1229600,double,153700
7625,h2d,1229600,double,153700
7626,h2d,1229600,double,153700
7627,h2d,1229600,double,153700
7628,h2d,1229600,double,153700
7629,h2d,1229600,double,153700
7630,h2d,1229600,double,153700
7631,h2d,1229600,double,153700
7632,h2d,1229600,double,153700
7633,h2d,1229600,double,153700
7634,h2d,1229600,double,153700
7635,h2d,1229600,double,153700
7636,h2d,1229600,double,153700
7637,h2d,1229600,double,153700
7638,h2d,1229600,double,153700
7639,h2d,1229600,double,153700
7640,h2d,1229600,double,153700
7641,h2d,1229600,double,153700
7642,h2d,1229600,double,153700
7643,h2d,1229600,double,153700
7644,h2d,1229600,double,153700
7645,h2d,1229600,double,153700
7646,h2d,1229600,double,153700
7647,h2d,1229600,double,153700
7648,d2h,2048,double,256
7649,h2d,1229600,double,153700
7650,h2d,1229600,double,153700
7651,h2d,1229600,double,153700
7652,h2d,1229600,double,153700
7653,h2d,1229600,double,153700
7654,h2d,1229600,double,153700
7655,h2d,1229600,double,153700
7656,h2d,1229600,double,153700
7657,h2d,1229600,double,153700
7658,h2d,1229600,double,153700
7659,h2d,1229600,double,153700
7660,h2d,1229600,double,153700
7661,h2d,1229600,double,153700
7662,h2d,1229600,double,153700
7663,h2d,1229600,double,153700
7664,h2d,1229600,double,153700
7665,d2h,2048,double,256
7666,d2h,2048,double,256
7667,d2h,2048,double,256
7668,d2h,2048,double,256
7669,d2h,2048,double,256
7670,h2d,1229600,double,153700
7671,h2d,1229600,double,153700
7672,h2d,1229600,double,153700
7673,h2d,1229600,double,153700
7674,h2d,1229600,double,153700
7675,h2d,1229600,double,153700
7676,h2d,1229600,double,153700
7677,h2d,1229600,double,153700
7678,d2h,2048,double,256
7679,h2d,1229600,double,153700
7680,h2d,1229600,double,153700
7681,h2d,1229600,double,153700
7682,h2d,1229600,double,153700
7683,h2d,1229600,double,153700
7684,h2d,1229600,double,153700
7685,h2d,1229600,double,153700
7686,h2d,1229600,double,153700
7687,h2d,1229600,double,153700
7688,h2d,1229600,double,153700
7689,h2d,1229600,double,153700
7690,h2d,1229600,double,153700
7691,h2d,1229600,double,153700
7692,h2d,1229600,double,153700
7693,h2d,1229600,double,153700
7694,h2d,1229600,double,153700
7695,h2d,1229600,double,153700
7696,h2d,1229600,double,153700
7697,h2d,1229600,double,153700
7698,h2d,1229600,double,153700
7699,h2d,1229600,double,153700
7700,h2d,1229600,double,153700
7701,h2d,1229600,double,153700
7702,h2d,1229600,double,153700
7703,d2h,2048,double,256
7704,h2d,1229600,double,153700
7705,h2d,1229600,double,153700
7706,h2d,1229600,double,153700
7707,h2d,1229600,double,153700
7708,h2d,1229600,double,153700
7709,h2d,1229600,double,153700
7710,h2d,1229600,double,153700
7711,h2d,1229600,double,153700
7712,h2d,1229600,double,153700
7713,h2d,1229600,double,153700
7714,h2d,1229600,double,153700
7715,h2d,1229600,double,153700
7716,h2d,1229600,double,153700
7717,h2d,1229600,double,153700
7718,h2d,1229600,double,153700
7719,h2d,1229600,double,153700
7720,h2d,1229600,double,153700
7721,h2d,1229600,double,153700
7722,h2d,1229600,double,153700
7723,h2d,1229600,double,153700
7724,h2d,1229600,double,153700
7725,h2d,1229600,double,153700
7726,h2d,1229600,double,153700
7727,h2d,1229600,double,153700
7728,d2h,2048,double,256
7729,h2d,1229600,double,153700
7730,h2d,1229600,double,153700
7731,h2d,1229600,double,153700
7732,h2d,1229600,double,153700
7733,h2d,1229600,double,153700
7734,h2d,1229600,double,153700
7735,h2d,1229600,double,153700
7736,h2d,1229600,double,153700
7737,h2d,1229600,double,153700
7738,h2d,1229600,double,153700
7739,h2d,1229600,double,153700
7740,h2d,1229600,double,153700
7741,h2d,1229600,double,153700
7742,h2d,1229600,double,153700
7743,h2d,1229600,double,153700
7744,h2d,1229600,double,153700
7745,h2d,1229600,double,153700
7746,h2d,1229600,double,153700
7747,h2d,1229600,double,153700
7748,h2d,1229600,double,153700
7749,h2d,1229600,double,153700
7750,h2d,1229600,double,153700
7751,h2d,1229600,double,153700
7752,h2d,1229600,double,153700
7753,d2h,2048,double,256
7754,h2d,1229600,double,153700
7755,h2d,1229600,double,153700
7756,h2d,1229600,double,153700
7757,h2d,1229600,double,153700
7758,h2d,1229600,double,153700
7759,h2d,1229600,double,153700
7760,h2d,1229600,double,153700
7761,h2d,1229600,double,153700
7762,h2d,1229600,double,153700
7763,h2d,1229600,double,153700
7764,h2d,1229600,double,153700
7765,h2d,1229600,double,153700
7766,h2d,1229600,double,153700
7767,h2d,1229600,double,153700
7768,h2d,1229600,double,153700
7769,h2d,1229600,double,153700
7770,h2d,1229600,double,153700
7771,h2d,1229600,double,153700
7772,h2d,1229600,double,153700
7773,h2d,1229600,double,153700
7774,h2d,1229600,double,153700
7775,h2d,1229600,double,153700
7776,h2d,1229600,double,153700
7777,h2d,1229600,double,153700
7778,d2h,2048,double,256
7779,h2d,1229600,double,153700
7780,h2d,1229600,double,153700
7781,h2d,1229600,double,153700
7782,h2d,1229600,double,153700
7783,h2d,1229600,double,153700
7784,h2d,1229600,double,153700
7785,h2d,1229600,double,153700
7786,h2d,1229600,double,153700
7787,h2d,1229600,double,153700
7788,h2d,1229600,double,153700
7789,h2d,1229600,double,153700
7790,h2d,1229600,double,153700
7791,h2d,1229600,double,153700
7792,h2d,1229600,double,153700
7793,h2d,1229600,double,153700
7794,h2d,1229600,double,153700
7795,h2d,1229600,double,153700
7796,h2d,1229600,double,153700
7797,h2d,1229600,double,153700
7798,h2d,1229600,double,153700
7799,h2d,1229600,double,153700
7800,h2d,1229600,double,153700
7801,h2d,1229600,double,153700
7802,h2d,1229600,double,153700
7803,d2h,2048,double,256
7804,h2d,1229600,double,153700
7805,h2d,1229600,double,153700
7806,h2d,1229600,double,153700
7807,h2d,1229600,double,153700
7808,h2d,1229600,double,153700
7809,h2d,1229600,double,153700
7810,h2d,1229600,double,153700
7811,h2d,1229600,double,153700
7812,h2d,1229600,double,153700
7813,h2d,1229600,double,153700
7814,h2d,1229600,double,153700
7815,h2d,1229600,double,153700
7816,h2d,1229600,double,153700
7817,h2d,1229600,double,153700
7818,h2d,1229600,double,153700
7819,h2d,1229600,double,153700
7820,h2d,1229600,double,153700
7821,h2d,1229600,double,153700
7822,h2d,1229600,double,153700
7823,h2d,1229600,double,153700
7824,h2d,1229600,double,153700
7825,h2d,1229600,double,153700
7826,h2d,1229600,double,153700
7827,h2d,1229600,double,153700
7828,d2h,2048,double,256
7829,h2d,1229600,double,153700
7830,h2d,1229600,double,153700
7831,h2d,1229600,double,153700
7832,h2d,1229600,double,153700
7833,h2d,1229600,double,153700
7834,h2d,1229600,double,153700
7835,h2d,1229600,double,153700
7836,h2d,1229600,double,153700
7837,h2d,1229600,double,153700
7838,h2d,1229600,double,153700
7839,h2d,1229600,double,153700
7840,h2d,1229600,double,153700
7841,h2d,1229600,double,153700
7842,h2d,1229600,double,153700
7843,h2d,1229600,double,153700
7844,h2d,1229600,double,153700
7845,h2d,1229600,double,153700
7846,h2d,1229600,double,153700
7847,h2d,1229600,double,153700
7848,h2d,1229600,double,153700
7849,h2d,1229600,double,153700
7850,h2d,1229600,double,153700
7851,h2d,1229600,double,153700
7852,h2d,1229600,double,153700
7853,d2h,2048,double,256
7854,h2d,1229600,double,153700
7855,h2d,1229600,double,153700
7856,h2d,1229600,double,153700
7857,h2d,1229600,double,153700
7858,h2d,1229600,double,153700
7859,h2d,1229600,double,153700
7860,h2d,1229600,double,153700
7861,h2d,1229600,double,153700
7862,h2d,1229600,double,153700
7863,h2d,1229600,double,153700
7864,h2d,1229600,double,153700
7865,h2d,1229600,double,153700
7866,h2d,1229600,double,153700
7867,h2d,1229600,double,153700
7868,h2d,1229600,double,153700
7869,h2d,1229600,double,153700
7870,h2d,1229600,double,153700
7871,h2d,1229600,double,153700
7872,h2d,1229600,double,153700
7873,h2d,1229600,double,153700
7874,h2d,1229600,double,153700
7875,h2d,1229600,double,153700
7876,h2d,1229600,double,153700
7877,h2d,1229600,double,153700
7878,d2h,2048,double,256
7879,h2d,1229600,double,153700
7880,h2d,1229600,double,153700
7881,h2d,1229600,double,153700
7882,h2d,1229600,double,153700
7883,h2d,1229600,double,153700
7884,h2d,1229600,double,153700
7885,h2d,1229600,double,153700
7886,h2d,1229600,double,153700
7887,h2d,1229600,double,153700
7888,h2d,1229600,double,153700
7889,h2d,1229600,double,153700
7890,h2d,1229600,double,153700
7891,h2d,1229600,double,153700
7892,h2d,1229600,double,153700
7893,h2d,1229600,double,153700
7894,h2d,1229600,double,153700
7895,h2d,1229600,double,153700
7896,h2d,1229600,double,153700
7897,h2d,1229600,double,153700
7898,h2d,1229600,double,153700
7899,h2d,1229600,double,153700
7900,h2d,1229600,double,153700
7901,h2d,1229600,double,153700
7902,h2d,1229600,double,153700
7903,d2h,2048,double,256
7904,h2d,1229600,double,153700
7905,h2d,1229600,double,153700
7906,h2d,1229600,double,153700
7907,h2d,1229600,double,153700
7908,h2d,1229600,double,153700
7909,h2d,1229600,double,153700
7910,h2d,1229600,double,153700
7911,h2d,1229600,double,153700
7912,h2d,1229600,double,153700
7913,h2d,1229600,double,153700
7914,h2d,1229600,double,153700
7915,h2d,1229600,double,153700
7916,h2d,1229600,double,153700
7917,h2d,1229600,double,153700
7918,h2d,1229600,double,153700
7919,h2d,1229600,double,153700
7920,d2h,2048,double,256
7921,d2h,2048,double,256
7922,d2h,2048,double,256
7923,d2h,2048,double,256
7924,d2h,2048,double,256
7925,h2d,1229600,double,153700
7926,h2d,1229600,double,153700
7927,h2d,1229600,double,153700
7928,h2d,1229600,double,153700
7929,h2d,1229600,double,153700
7930,h2d,1229600,double,153700
7931,h2d,1229600,double,153700
7932,h2d,1229600,double,153700
7933,d2h,2048,double,256
7934,h2d,1229600,double,153700
7935,h2d,1229600,double,153700
7936,h2d,1229600,double,153700
7937,h2d,1229600,double,153700
7938,h2d,1229600,double,153700
7939,h2d,1229600,double,153700
7940,h2d,1229600,double,153700
7941,h2d,1229600,double,153700
7942,h2d,1229600,double,153700
7943,h2d,1229600,double,153700
7944,h2d,1229600,double,153700
7945,h2d,1229600,double,153700
7946,h2d,1229600,double,153700
7947,h2d,1229600,double,153700
7948,h2d,1229600,double,153700
7949,h2d,1229600,double,153700
7950,h2d,1229600,double,153700
7951,h2d,1229600,double,153700
7952,h2d,1229600,double,153700
7953,h2d,1229600,double,153700
7954,h2d,1229600,double,153700
7955,h2d,1229600,double,153700
7956,h2d,1229600,double,153700
7957,h2d,1229600,double,153700
7958,d2h,2048,double,256
7959,h2d,1229600,double,153700
7960,h2d,1229600,double,153700
7961,h2d,1229600,double,153700
7962,h2d,1229600,double,153700
